"incident_id","incident_date","incident_time","updated_date","state","city_or_county","address","business_location_name","latitude","longitude","killed","injured","victims_killed","victims_injured","suspects_killed","suspects_injured","suspects_arrested","incident_characteristics","sources","date_fixed","year"
2687319,"August 20, 2023","10:15 PM",1692924298,"Texas","Denison","1100 block of W Owings St","N/A",33.7528,-96.5512,1,3,1,3,0,0,3,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, or suicide), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","c(""https://www.kxii.com/2023/08/21/denison-police-investigate-fatal-shooting-suspect-not-identified/"", ""https://www.kxii.com/2023/08/21/denison-police-investigate-fatal-shooting-suspect-not-identified/"")","2023-08-20",2023
3001529,"August 20, 2024","10:30 PM",1724271080,"Mississippi","Jackson","300 block of Maple St","N/A",32.318,-90.1943,0,6,0,6,0,0,0,"Shot - Wounded/Injured, Child Involved Incident, Child injured (not child shooter), Drive-by (car to street, car to car), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","https://www.wlbt.com/2024/08/21/6-people-including-3-year-old-girl-injured-during-mass-shooting-jackson/","2024-08-20",2024
3000990,"August 20, 2024","7:17 PM",1724777144,"Illinois","Chicago","51st St and Ashland Ave","N/A",41.8013,-87.6647,1,5,1,5,0,0,0,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, or suicide), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","c(""https://www.cbsnews.com/chicago/news/back-of-the-yards-mass-shooting/"", ""https://www.cbsnews.com/chicago/news/back-of-the-yards-mass-shooting/"", ""https://chicago.suntimes.com/crime/2024/08/21/shooting-in-new-city-leaves-1-dead-5-wounded"")","2024-08-20",2024
3001570,"August 20, 2024","11:00 PM",1724266104,"Washington","Everett","805 W Casino Rd","Bible Baptist Church",47.9223,-122.244,0,4,0,4,0,0,0,"Shot - Wounded/Injured, Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","c(""https://www.everettpost.com/local-news/four-injured-after-shooting-in-everett-ongoing"", ""https://www.king5.com/article/news/local/everett/everett-shooting/281-309d6d51-d1f2-432e-a0ad-b70d4bc65438"", ""https://www.kiro7.com/news/local/3-people-hurt-everett-shooting/WE5ZFBJPYBD3RJDK3ZBXEBPO7M/"")","2024-08-20",2024
399212,"August 21, 2015","N/A",1451420342,"North Carolina","Durham","2700 block of Hinson Drive","N/A",36.0297,-78.8777,0,8,0,8,0,0,0,"Shot - Wounded/Injured, Drive-by (car to street, car to car), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","c(""http://abc11.com/news/at-least-three-people-shot-on-hinson-drive-in-durham/951732/"", ""http://www.wral.com/eight-injured-in-durham-drive-by-shooting-no-arrests-made/14846369/"")","2015-08-21",2015
399367,"August 21, 2015","N/A",1451414647,"Ohio","Cincinnati","Mathis and Prentice","Elks Lodge",39.1595,-84.3908,2,5,1,5,1,0,0,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, or suicide), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location), Bar/club incident - in or around establishment","c(""http://www.wlwt.com/news/1-dead-several-others-hurt-in-madisonville-shooting/34860458"", ""http://www.cincinnati.com/story/news/2015/08/22/police-5-injured-2-dead--madisonville-shooting/32189603/"")","2015-08-21",2015
634889,"August 21, 2016","N/A",1472770368,"Massachusetts","Boston","Westview and Stratton Street","Franklin Field Apartments",42.2911,-71.0888,0,4,0,4,0,0,0,"Shot - Wounded/Injured, Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location), House party / Block Party / Park Party / Private Parties at event spaces / Weddings and Funerals, ETC","c(""http://www.wcvb.com/news/several-people-wounded-in-dorchester-shooting/41299318"", ""http://www.universalhub.com/crime/20160821/three-shot-blue-hill-avenue-dorchester"", ""http://www.bostonglobe.com/metro/2016/08/21/people-hospitalized-following-dorchester-shooting/cRmy7ObqicBEdg5VVRGvtK/story.html"")","2016-08-21",2016
634787,"August 21, 2016","N/A",1559938199,"Connecticut","Bridgeport","19 Plymouth St","N/A",41.1981,-73.1753,0,13,0,13,0,0,0,"Shot - Wounded/Injured, Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location), House party / Block Party / Park Party / Private Parties at event spaces / Weddings and Funerals, ETC","c(""http://www.nbcphiladelphia.com/news/national-international/Thirteen-People-Shot-at-Bridgeport-House-Party-390839752.html"", ""http://www.wfsb.com/story/32806202/13-people-injured-in-bridgeport-shooting"", ""http://www.ctpost.com/news/article/13-shot-Sunday-morning-at-Bridgeport-house-party-9175786.php"", ""http://www.nbcconnecticut.com/news/local/House-Party-Shooting-13-Injured-Bridgeport-Connecticut-Police-390935222.html"", ""http://www.courant.com/breaking-news/hc-bridgeport-shooting-follow-0823-20160822-story.html""
)","2016-08-21",2016
917793,"August 21, 2017","N/A",1503372601,"New Jersey","Newark","Fabyan Place","N/A",40.7154,-74.2221,0,4,0,4,0,0,0,"Shot - Wounded/Injured, Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","http://www.nj.com/essex/index.ssf/2017/08/4_hit_in_overnight_newark_shooting_cops_confirm.html#incart_river_index","2017-08-21",2017
918061,"August 21, 2017","N/A",1503454501,"New Jersey","Newark","700 block of S 19th St","N/A",40.7324,-74.2122,1,3,1,3,0,0,0,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, or suicide), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","c(""http://www.nj.com/essex/index.ssf/2017/08/at_least_1_dead_in_newark_shooting.html"", ""http://www.northjersey.com/story/news/essex/bloomfield/2017/08/22/bloomfield-woman-killed-gunfire/590891001/"")","2017-08-21",2017
917820,"August 21, 2017","9:00 AM",1711857040,"North Carolina","Whitakers","980 Fishing Creek Rd","N/A",36.1694,-77.8287,4,0,4,0,0,0,1,"Shot - Dead (murder, accidental, or suicide), Home Invasion, Home Invasion - Resident killed, Mass Murder (4+ deceased victims excluding the subject/suspect/perpetrator , one location), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location), Gang involvement","c(""http://www.rrdailyherald.com/news/local/breaking-news-killed-in-glenview/article_1525de06-868a-11e7-aabe-778df8c35024.html"", ""http://wncn.com/2017/08/21/4-killed-in-halifax-county-home-invasion-sheriff-confirms/"", ""http://abc11.com/halifax-county-authorities-id-quadruple-murder-victims/2330911/"", ""http://wnct.com/2017/10/09/halifax-quadruple-murder-believed-to-be-gang-related-sheriff-says/"", ""http://www.wral.com/man-charged-with-killing-two-enfield-couples/17054269/"", ""http://www.wral.com/two-suspects-in-enfield-quadruple-homicide-also-charged-in-other-killings/17244753/"", 
""https://www.wral.com/fourth-man-charged-in-enfield-quadruple-homicide/17505573/"", ""https://www.cbs17.com/news/local-news/charges-dropped-against-3-of-4-suspects-in-2017-quadruple-murder-in-halifax-county/"")","2017-08-21",2017
917838,"August 21, 2017","N/A",1564765436,"Tennessee","Memphis","262 Decatur St","Dixie Grill and Deli",35.1475,-90.0259,0,4,0,4,0,0,0,"Shot - Wounded/Injured, Drive-by (car to street, car to car), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location), Gang involvement","c(""http://www.fox13memphis.com/top-stories/mpd-investigating-triple-shooting-in-medical-district/596286805"", ""http://wreg.com/2017/08/22/5-shootings-9-victims-in-memphis-in-12-hours/"", ""http://www.wmcactionnews5.com/story/36185341/multiple-people-shot-in-north-memphis"", ""http://www.commercialappeal.com/story/news/crime/2017/08/21/three-people-shot-near-medical-center-va/588691001/"")","2017-08-21",2017
917713,"August 21, 2017","N/A",1504053901,"Maryland","Baltimore","Cottage Avenue and Park Heights Avenue","N/A",39.3273,-76.6575,1,3,1,3,0,0,1,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, or suicide), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location), Drug Sales or Trafficking","c(""http://www.baltimoresun.com/news/maryland/crime/bs-md-ci-park-circle-shooting-20170821-story.html"", ""http://www.baltimoresun.com/news/maryland/crime/bs-md-overnight-shooting-investigations-20170824-story.html"", ""https://www.facebook.com/BaltimoreCityPolice/posts/10154681078441956"")","2017-08-21",2017
1192788,"August 21, 2018","8:30 PM",1535504532,"Tennessee","Memphis","2119 E Alcy Rd","Hillview Village Apartments",35.078,-89.9918,0,4,0,4,0,0,1,"Shot - Wounded/Injured, Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location), Possession of gun by felon or prohibited person","c(""https://wreg.com/2018/08/21/police-2-men-1-woman-critically-injured-in-south-memphis-shooting/"", ""http://www.wmcactionnews5.com/story/38933729/3-critically-injured-in-alcy-rd-shooting"", ""http://www.wmcactionnews5.com/story/38933729/3-critically-injured-in-alcy-rd-shooting"", ""https://wreg.com/2018/08/22/man-arrested-in-south-memphis-shooting-with-6-victims/"", ""https://wreg.com/2018/08/25/man-speaks-after-being-freed-of-charges-for-a-shooting-that-injured-6-people/"", ""http://www.wmcactionnews5.com/story/38980719/man-arrested-charged-in-hillview-drive-shooting""
)","2018-08-21",2018
2097063,"August 21, 2021","9:10 PM",1629642601,"Illinois","Chicago","1600 block of E 87th Pl","N/A",41.736,-87.5852,1,5,1,5,0,0,0,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, or suicide), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","https://chicago.suntimes.com/crime/2021/8/21/22636138/6-shot-1-fatally-in-calumet-heights","2021-08-21",2021
2096687,"August 21, 2021","6:20 AM",1629582058,"Illinois","Chicago","3500 block of W Walnut St","N/A",41.8857,-87.7137,0,4,0,4,0,0,0,"Shot - Wounded/Injured, Drive-by (car to street, car to car), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","https://chicago.cbslocal.com/2021/08/21/east-garfield-park-shooting-3500-west-walnut/","2021-08-21",2021
2687693,"August 21, 2023","8:30 PM",1747092462,"New York","Valley Stream","89 Ocean Ave","Dopies World",40.6765,-73.7263,1,3,1,3,0,0,3,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, or suicide), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location), Gang involvement, House party / Block Party / Park Party / Private Parties at event spaces / Weddings and Funerals, ETC","c(""https://brooklyn.news12.com/police-brooklyn-man-fatally-shot-at-illegal-party-in-nassau-county"", ""https://longisland.news12.com/nassau-police-respond-to-incident-in-valley-stream-road-closures-reported-in-area"", ""https://dailyvoice.com/new-york/nassau/new-update-valley-stream-shooting-victim-20-idd/"", ""https://longisland.news12.com/alleged-bloods-gang-member-charged-in-connection-to-fatal-valley-stream-party-shooting"", ""https://abc7ny.com/arrest-murder-valley-stream-illegal-party/13758810/?ex_cid=TA_WABC_TW&taid=64fd1529ab8802000115f051&utm_campaign=trueAnthem:+Trending+Content&utm_medium=trueAnthem&utm_source=twitter"", 
""https://www.newsday.com/long-island/crime/shooting-arrest-valley-stream-police-twrun7a5"", ""https://www.newsday.com/long-island/crime/nassau-county-district-attorney-anne-donnelly-fatal-shooting-prison-sg8b6unp"")","2023-08-21",2023
2686943,"August 21, 2023","5:00 PM",1693017239,"Pennsylvania","Upper Darby","635 Long Lane","N/A",39.9497,-75.2614,1,3,1,3,0,0,0,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, or suicide), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location), House party / Block Party / Park Party / Private Parties at event spaces / Weddings and Funerals, ETC, Gang involvement","c(""https://6abc.com/upper-darby-shooting-today-investigation-police-delaware-county-pennsylvania/13681434/"", ""https://www.cbsnews.com/philadelphia/news/shooting-in-upper-darby-today-crime/"", ""https://www.fox29.com/news/deadly-retaliation-shooting-in-upper-darby-leaves-neighbors-shaken-wheres-the-value-of-life"", ""https://www.delcotimes.com/2023/08/25/man-killed-in-upper-darby-at-event-for-slaying-victim-identified/"")","2023-08-21",2023
3002622,"August 21, 2024","10:48 PM",1725149544,"Pennsylvania","Philadelphia","4000 block of Lancaster Ave","N/A",39.9631,-75.2026,0,4,0,4,0,0,0,"Shot - Wounded/Injured, Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","c(""https://opendataphilly.org/datasets/shooting-victims/"", ""https://www.nbcphiladelphia.com/news/local/gunmen-shoot-4-men-outside-west-philly-storefront-police-say/3949744/"")","2024-08-21",2024
399883,"August 22, 2015","8:00 PM",1639590755,"Florida","Orlando","FL-408 and N Pine Hills Rd","N/A",28.5483,-81.4475,0,4,0,4,0,0,0,"Shot - Wounded/Injured, Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","http://www.orlandosentinel.com/news/breaking-news/os-three-shot-gas-station-pine-hills-20150822-story.html","2015-08-22",2015
399564,"August 22, 2015","N/A",1451414701,"New Mexico","Roswell","302 East Reed Street","N/A",33.3814,-104.518,3,1,3,1,0,0,0,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, or suicide), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","c(""http://www.foxnews.com/us/2015/08/22/police-3-people-found-fatally-shot-in-roswell-new-mexico-home-4th-victim-in/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+foxnews%2Fnational+%28Internal+-+US+Latest+-+Text%29"", ""http://www.kob.com/article/stories/S3886264.shtml?cat=504#.VdlOq5evwSo"", ""http://krqe.com/2015/08/24/roswell-police-id-triple-homicide-victims/"", ""http://rdrnews.com/wordpress/blog/2015/09/20/police-reports-reveal-homicide-details/"")","2015-08-22",2015
918204,"August 22, 2017","N/A",1542176101,"Illinois","Chicago","300 block of N Central Ave","N/A",41.8859,-87.7655,0,4,0,4,0,0,0,"Shot - Wounded/Injured, Drive-by (car to street, car to car), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location), Gang involvement","http://chicago.suntimes.com/news/two-men-two-teens-wounded-in-drive-by-shooting-in-austin/","2017-08-22",2017
1194057,"August 22, 2018","11:05 PM",1616443634,"Missouri","Saint Louis","I-64 and Jefferson Ave","N/A",38.6275,-90.2178,0,4,0,4,0,0,0,"Shot - Wounded/Injured, Drive-by (car to street, car to car), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","c(""http://www.kmov.com/story/38944910/4-victims-show-up-at-hospital-say-they-were-shot-on-i-64"", ""https://www.stltoday.com/news/local/crime-and-courts/rapper-s-tour-van-shot-up-on-highway-after-pageant/article_cac5cad6-2a1e-589e-85c8-4929d9b8bf12.html"")","2018-08-22",2018
1485548,"August 22, 2019","12:15 PM",1680038895,"California","Los Angeles","300 block of West Fifth St","N/A",34.0444,-118.245,0,4,0,4,0,0,0,"Shot - Wounded/Injured, Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","c(""https://www.latimes.com/california/story/2019-08-22/4-wounded-in-downtown-l-a-shooting-police-hunt-for-gunman"", ""https://ktla.com/2019/08/22/at-least-2-hurt-in-shooting-in-downtown-l-a-police/"", ""https://losangeles.cbslocal.com/2019/08/22/shooting-skid-row-dtla/"")","2019-08-22",2019
1485340,"August 22, 2019","2:15 AM",1567215901,"South Carolina","Columbia","851 Bush River Rd","McCary's Bar and Grill",34.0304,-81.1004,2,2,2,2,0,0,1,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, or suicide), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location), Bar/club incident - in or around establishment","c(""https://www.wsoctv.com/news/south-carolina/2-dead-2-hurt-after-man-fires-randomly-inside-sc-bar/978403853"", ""https://www.wistv.com/2019/08/22/men-killed-others-injured-shooting-mccarys-bar-grill/"", ""https://www.abccolumbia.com/2019/08/22/update-two-killed-after-shooting-on-bush-river-road/"", ""https://www.wltx.com/article/news/crime/second-man-killed-at-columbia-bar-identified/101-45ee7e45-a7a0-4ae9-9f14-604471f4502c"", ""https://www.wistv.com/2019/08/27/rcsd-releases-identity-suspect-involved-shooting-bush-river-road-bar/"", 
""https://www.wltx.com/article/news/crime/mccarys-bar-grill-shooting-suspect-arrested/101-3b90ed4b-a1dc-4940-b147-de571b3d3b57?fbclid=IwAR1bh5ZgXdcBDA2s1ZcH5LR7BeXWQEeMyejC3ZyUjqi4SJAKhbtESJeha1Y"")","2019-08-22",2019
1772174,"August 22, 2020","6:15 AM",1746463527,"Alabama","Birmingham","Allison Bonnet Memorial Dr and Rutledge Dr","N/A",33.4596,-86.9472,1,3,1,3,0,0,0,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, or suicide), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","c(""https://www.wpxi.com/news/trending/1-dead-3-injured-after-shooting-alabama/LYYQSXL7OZGSDCGPHDWFEECXLU/"", ""https://www.al.com/news/2020/08/1-dead-3-injured-in-jefferson-county-shooting.html"", ""https://www.cbs42.com/news/breaking-news/multiple-people-hospitalized-after-shooting-on-allison-bonnet-in-hueytown/"", ""https://www.wvtm13.com/article/heavy-police-presence-on-allison-bonnett-memorial-drive/33673590"")","2020-08-22",2020
1772764,"August 22, 2020","11:00 PM",1598315401,"Illinois","Rockford","1300 block of 10th St","N/A",42.2542,-89.0753,1,3,1,3,0,0,0,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, or suicide), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","https://www.wifr.com/2020/08/23/19-year-old-killed-and-at-least-three-others-injured-in-10th-street-shooting/","2020-08-22",2020
2097075,"August 22, 2021","1:00 AM",1629689438,"Illinois","Chicago","3400 block of W Lake St","N/A",41.8849,-87.7113,1,4,1,4,0,0,0,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, or suicide), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","c(""https://chicago.suntimes.com/crime/2021/8/22/22636243/east-garfield-park-mass-shooting-west-side"", ""https://chicago.suntimes.com/crime/2021/8/22/22636243/east-garfield-park-mass-shooting-west-side"")","2021-08-22",2021
2097481,"August 22, 2021","3:12 AM",1723692410,"Illinois","Carbondale","501 W Cherry St","N/A",37.7229,-89.2206,1,3,1,3,0,0,1,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, or suicide), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location), House party / Block Party / Park Party / Private Parties at event spaces / Weddings and Funerals, ETC, Possession of gun by felon or prohibited person","c(""https://thesouthern.com/news/local/crime-and-courts/chancellor-lane-we-are-heartbroken-after-siu-student-is-fatally-shot-3-other-people-injured/article_aa615068-01db-532b-a9cd-13a65e6e543f.html#tracking-source=home-top-story-1"", ""https://thesouthern.com/news/local/crime-and-courts/police-confirm-multiple-shooters-in-keeshanna-jackson-investigation/article_204aa667-76eb-5fa2-9b12-8be5bacd2492.html"", ""https://explorecarbondale.com/CivicAlerts.aspx?AID=1875"", ""https://www.wsiltv.com/news/crime/22-year-old-charged-with-murder-in-shooting-death-of-siu-student/article_c88c5fb2-5a48-11ef-b149-a3daa66cde16.html""
)","2021-08-22",2021
2097271,"August 22, 2021","3:15 AM",1629664445,"Michigan","Grand Rapids","1500 block of Linden Ave SE","N/A",42.9355,-85.6513,1,3,1,3,0,0,0,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, or suicide), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","c(""https://www.woodtv.com/news/grand-rapids/one-person-dead-three-others-hurt-after-gr-shooting/"", ""https://www.wzzm13.com/article/news/1-dead-3-injured-in-overnight-grand-rapids-shooting/69-e6719f64-b73e-4423-90cd-d43a80e4a6fc"", ""https://www.woodtv.com/news/grand-rapids/one-person-dead-three-others-hurt-after-gr-shooting/"")","2021-08-22",2021
2097494,"August 22, 2021","2:00 AM",1632184201,"Colorado","Denver","19th St and Blake St","N/A",39.7534,-104.996,1,5,1,5,0,0,0,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, or suicide), Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury, Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","c(""https://www.9news.com/article/news/crime/lodo-shooting-19th-blake/73-26cfec2f-097c-429b-8cfb-b051ef17f809"", ""https://kdvr.com/news/local/2-seriously-injured-in-denver-shooting/"", ""https://www.thedenverchannel.com/news/crime/2-shot-in-denvers-lodo-neighborhood"", ""https://kdvr.com/news/local/denver-police-asking-for-help-to-find-suspects-in-lodo-fatal-shooting/"")","2021-08-22",2021
2098321,"August 22, 2021","11:00 PM",1689011328,"Oregon","Portland","322 NW Everett St","Mingle Lounge",45.5251,-122.674,0,5,0,5,0,0,0,"Shot - Wounded/Injured, Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location), Bar/club incident - in or around establishment, House party / Block Party / Park Party / Private Parties at event spaces / Weddings and Funerals, ETC","c(""https://www.oregonlive.com/crime/2021/08/shooting-in-old-town-bar-leaves-25-year-old-portland-man-dead.html"", ""https://www.wweek.com/news/courts/2021/08/23/gunfire-injures-five-men-at-vigil-for-old-town-nightclub-shooting-victim/"")","2021-08-22",2021
2688256,"August 22, 2023","7:50 PM",1705506136,"Illinois","Chicago","1521 S Trumbull Ave","N/A",41.8601,-87.7113,1,3,1,3,0,0,0,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, or suicide), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","c(""https://wgntv.com/news/chicagocrime/1-dead-4-injured-in-north-lawndale-shooting/"", ""https://twitter.com/SPOTNEWSonIG/status/1694180048691941771"", ""https://chicago.suntimes.com/crime/2023/8/22/23842513/four-people-shot-one-fatally-in-north-lawndale?_ga=2.83999961.1311543831.1705418234-713210361.1705256124"")","2023-08-22",2023
3003576,"August 22, 2024","9:00 PM",1724719632,"Texas","Houston","2266 Collier St","N/A",29.7136,-95.3289,0,4,0,4,0,0,1,"Shot - Wounded/Injured, Child Involved Incident, Child injured (not child shooter), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","c(""https://abc13.com/post/masked-suspects-open-fire-shooting-4-siblings-between-10-16-years-old-collier-street-southeast-houston-police-say/15222124/"", ""https://abc13.com/post/houston-police-arrest-15-year-old-shooting-injured-4-siblings-between-10-16-years-old-2-other-suspects-sought/15232648/"", ""https://cityofhouston.news/one-suspect-arrested-two-others-sought-in-shooting-at-2266-collier-street/"")","2024-08-22",2024
3002869,"August 22, 2024","1:50 AM",1725139427,"Wisconsin","Milwaukee","4001 W North Ave","Premier Sports Lounge",43.0605,-87.9637,1,3,1,3,0,0,1,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, or suicide), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location), Bar/club incident - in or around establishment","c(""https://www.cbs58.com/news/1-person-dead-3-taken-to-a-hospital-in-quadrupole-shooting-near-40th-and-north-ave"", ""https://x.com/USFiR2015/status/1826519834181411082"", ""https://www.fox6now.com/news/milwaukee-bar-security-guard-shot-22-year-old-man-charged-run"", ""https://www.cbs58.com/news/milwaukee-man-charged-in-fatal-quadruple-shooting"")","2024-08-22",2024
3292026,"August 22, 2025","4:00 PM",1756013860,"New York","Bronx","1401 Overing St","N/A",40.8394,-73.8438,0,4,0,4,0,0,0,"Shot - Wounded/Injured, Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","c(""https://x.com/NYC_Alerts911/status/1958993848207540408"", ""https://pix11.com/news/local-news/bronx/shooting-in-westchester-square-leaves-four-teens-injured-nypd/"", ""https://www.timesnownews.com/world/us/us-news/bronx-shootings-today-at-least-11-people-shot-across-multiple-incidents-including-4-teens-in-daylight-attack-article-152513249"")","2025-08-22",2025
400091,"August 23, 2015","N/A",1451412471,"California","Modesto","1100 block of Kansas Avenue","N/A",37.6454,-121.023,1,7,1,7,0,0,0,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, or suicide), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","http://www.modbee.com/news/local/crime/article31965084.html","2015-08-23",2015
1194315,"August 23, 2018","9:00 PM",1566675901,"Pennsylvania","Philadelphia","5800 block of Oakland St","N/A",40.0287,-75.0791,0,4,0,4,0,0,0,"Shot - Wounded/Injured, Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","c(""https://philadelphia.cbslocal.com/2018/08/23/oxford-circle-quadruple-shooting/"", ""https://www.fox29.com/news/police-investigate-quadruple-shooting-in-oxford-circle"")","2018-08-23",2018
1194598,"August 23, 2018","9:29 PM",1545852874,"Maryland","Baltimore","1700 block of Homestead St","N/A",39.3205,-76.5945,0,4,0,4,0,0,0,"Shot - Wounded/Injured, Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","c(""http://www.baltimoresun.com/news/maryland/crime/bs-md-ci-shootings-20180824-story.html"", ""https://foxbaltimore.com/news/local/baltimore-violence-five-shot-in-5-hours-thursday"")","2018-08-23",2018
1486232,"August 23, 2019","12:30 PM",1566615719,"Texas","Houston","4900 block of Southwind St","N/A",29.678,-95.3503,3,2,2,2,1,0,1,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, or suicide), Drive-by (car to street, car to car), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location), Shootout (where VENN diagram of shooters and victims overlap), Gang involvement, Assault weapon (AR-15, AK-47, and ALL variants defined by law enforcement)","c(""https://www.chron.com/news/houston-texas/houston/article/One-shot-in-south-Houston-other-victims-possible-14373776.php"", ""https://www.khou.com/article/news/crime/3-dead-2-injured-in-related-shootings-in-se-houston-police-say/285-b8b221d1-0da7-474f-861a-ea6fb87c8200?fbclid=IwAR1pb7j8dpHzwrvBkUR56q5mj7NJKOUG9vFe7Cq1i8mnBEoCVjR0r28o4lU"", ""https://www.click2houston.com/news/local/police-1-killed-3-injured-in-southeast-houston-shooting"")","2019-08-23",2019
1486675,"August 23, 2019","8:00 PM",1566707958,"Missouri","Saint Louis","1122 Union Blvd","Harold's Chop Suey",38.6554,-90.2719,1,3,1,3,0,0,0,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, or suicide), Child Involved Incident, Child killed (not child shooter), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","c(""https://www.kmov.com/news/year-old-girl-killed-shot-near-soldan-high-school/article_c2764498-c610-11e9-9e38-63431e6ecc40.html"", ""https://www.ksdk.com/article/news/local/8-year-old-killed-two-teens-and-an-adult-hurt-in-shooting-near-soldan-high-school-after-football-jamboree/63-a84c8779-0dff-43e6-a9e1-f7280f728a9f"", ""https://www.ksdk.com/article/news/local/st-louis-shooting-victims-hit-double-digits-in-24-hour-span/63-deee5d75-8bb5-4825-b279-882a3b2a1bfd"")","2019-08-23",2019
1489373,"August 23, 2019","N/A",1566955801,"Georgia","Dublin","200 Riverview Park Dr","Riverview Heights Apartments",32.5171,-82.8974,0,4,0,4,0,0,1,"Shot - Wounded/Injured, Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","https://wgxa.tv/news/local/police-16-year-old-charged-with-shooting-4-in-dublin","2019-08-23",2019
1773006,"August 23, 2020","4:30 PM",1598275802,"Illinois","Chicago","6600 S Halsted St","N/A",41.7741,-87.645,0,4,0,4,0,0,0,"Shot - Wounded/Injured, Drive-by (car to street, car to car), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","https://www.nbcchicago.com/news/local/4-injured-in-shooting-outside-englewood-business/2327068/","2020-08-23",2020
